id,uuid,user_id,created_at,url,image_url,description,oauth_application_id,place_guess,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
139665179,4958bef7-b4d5-4cc1-8e2a-5e53d926a501,2164440,2022-10-22 21:51:54 +0200,https://www.inaturalist.org/observations/139665179,https://inaturalist-open-data.s3.amazonaws.com/photos/238921909/medium.jpeg,,,"Lake View, Chicago, IL, USA",Yellow-rumped Warbler,Setophaga coronata,Yellow-rumped Warbler,Aves,145245
281090839,593e7165-34cb-4a6e-bcf5-ff61fcd49a0a,1774369,2025-05-14 21:45:39 +0200,https://www.inaturalist.org/observations/281090839,https://inaturalist-open-data.s3.amazonaws.com/photos/504908973/medium.jpg,,3,"Lincoln Park, Chicago, IL, US",Black-throated Green Warbler,Setophaga virens,Black-throated Green Warbler,Aves,145258
73758521,1cfabd1d-178b-4bfe-af13-8e9c43ba8577,2124105,2021-04-12 19:21:02 +0200,https://www.inaturalist.org/observations/73758521,https://inaturalist-open-data.s3.amazonaws.com/photos/120462078/medium.jpeg,,2,"Sauganash, Chicago, IL 60646, USA",Yellow-rumped Warbler,Setophaga coronata,Yellow-rumped Warbler,Aves,145245
272210587,66fc807f-ad95-49cd-abd5-5f6ffd97468e,8865065,2025-04-22 16:50:29 +0200,https://www.inaturalist.org/observations/272210587,https://inaturalist-open-data.s3.amazonaws.com/photos/489717946/medium.jpg,,3,"Clark (Richard) Park, Chicago, IL, US",Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
225370322,f1269b22-1107-4a4b-a3f2-54b9558ca5ea,438879,2024-06-26 21:47:50 +0200,https://www.inaturalist.org/observations/225370322,https://inaturalist-open-data.s3.amazonaws.com/photos/399563452/medium.jpeg,,2,"Cook County, US-IL, US",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
121152193,b80fb1d4-c979-45a4-9062-f20e4ded1db8,3725287,2022-06-11 00:06:31 +0200,https://www.inaturalist.org/observations/121152193,https://static.inaturalist.org/photos/204984276/medium.jpeg,,,"Illinois, US",Indigo Bunting,Passerina cyanea,Indigo Bunting,Aves,10227
165085436,6d681cfc-78fb-4779-b83a-5f518202281c,1438340,2023-06-02 05:48:18 +0200,https://www.inaturalist.org/observations/165085436,https://inaturalist-open-data.s3.amazonaws.com/photos/285723920/medium.jpg,,,"Chicago, IL 60640, USA",Tree Swallow,Tachycineta bicolor,Tree Swallow,Aves,11935
267268662,4c22e502-1298-4919-a74b-5684eaedb88d,280601,2025-03-28 00:05:11 +0100,https://www.inaturalist.org/observations/267268662,https://inaturalist-open-data.s3.amazonaws.com/photos/480284274/medium.jpeg,,,"Jackson Park, Chicago, IL, USA",American Robin,Turdus migratorius,American Robin,Aves,12727
200770584,fd11760f-cb78-45d3-9bc0-5b16a9ddf47e,290296,2024-02-29 01:06:43 +0100,https://www.inaturalist.org/observations/200770584,https://inaturalist-open-data.s3.amazonaws.com/photos/354281878/medium.jpg,"Look at this little guy, making a mockery of the anti-pigeon spikes.",3,"Francisco, Chicago, IL, US",Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
278598079,0e91d9df-779e-4e71-a05f-6c5069d450cb,8189880,2025-05-05 02:28:05 +0200,https://www.inaturalist.org/observations/278598079,https://static.inaturalist.org/photos/500231933/medium.jpeg,,,"Uptown, Chicago, IL, USA",Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
149523282,ec038047-a926-405a-b53c-aa23b09af3c0,762683,2023-02-24 03:07:24 +0100,https://www.inaturalist.org/observations/149523282,https://static.inaturalist.org/photos/257668206/medium.jpeg,,,"South Side, Chicago, IL, USA",Canvasback,Aythya valisineria,Canvasback,Aves,7057
20136932,2bc8fd17-b370-40da-9e27-67b1308c9739,1161853,2019-02-05 22:18:34 +0100,https://www.inaturalist.org/observations/20136932,https://static.inaturalist.org/photos/31056237/medium.jpeg,M2E6L0-0R350B36,,"1034 N Wells St, Chicago, IL 60610, USA",Brown Rat,Rattus norvegicus,Brown Rat,Mammalia,44576
79645450,f9cc69b8-afa7-4458-8b74-dc3614970f4b,2759360,2021-05-21 16:23:58 +0200,https://www.inaturalist.org/observations/79645450,,,3,"E 56th St, Chicago, IL, US",,Melospiza lincolnii,Lincoln's Sparrow,Aves,9092
43716617,d978fa39-9c62-4cc0-a21e-ffea2d24cb3a,1537639,2020-04-26 22:15:38 +0200,https://www.inaturalist.org/observations/43716617,https://inaturalist-open-data.s3.amazonaws.com/photos/69333793/medium.jpg,,,"Avondale, Chicago, IL, USA",American Robin,Turdus migratorius,American Robin,Aves,12727
12619196,6bb19b72-6b06-40f2-98e1-f41a40296b27,116788,2018-05-20 00:27:33 +0200,https://www.inaturalist.org/observations/12619196,https://inaturalist-open-data.s3.amazonaws.com/photos/18238254/medium.jpeg,,,"South Side, Chicago, IL, USA",Baltimore Oriole,Icterus galbula,Baltimore Oriole,Aves,9346
26289094,773ac712-c9b2-4e04-8bf0-c7247d3389e9,21288,2019-06-03 01:21:30 +0200,https://www.inaturalist.org/observations/26289094,https://inaturalist-open-data.s3.amazonaws.com/photos/40806221/medium.jpeg,,,"Uptown, Chicago, IL, USA",Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
111817610,afce0701-7159-4e28-8cb8-358243dd7252,696345,2022-04-17 20:46:07 +0200,https://www.inaturalist.org/observations/111817610,https://inaturalist-open-data.s3.amazonaws.com/photos/188809493/medium.jpg,,3,"Caldwell Woods (Cook County Forest Preserve), Chicago, IL, US",,Sitta canadensis,Red-breasted Nuthatch,Aves,14823
120053410,5a7800f2-f69f-4cb1-9f78-e8bd0ff8a25f,4619851,2022-06-03 21:26:15 +0200,https://www.inaturalist.org/observations/120053410,https://inaturalist-open-data.s3.amazonaws.com/photos/202993390/medium.jpeg,,,LaBagh Woods Forest Preserve,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
41736491,8d25a890-9706-483a-bbfe-7d7286150de7,1928743,2020-04-09 04:51:17 +0200,https://www.inaturalist.org/observations/41736491,https://inaturalist-open-data.s3.amazonaws.com/photos/66205352/medium.jpeg,,,"Cook County, US-IL, US",Mallard,Anas platyrhynchos,Mallard,Aves,6930
225590253,66fd15c7-0f52-48c1-aed9-00de883ac57b,4002658,2024-06-27 22:54:38 +0200,https://www.inaturalist.org/observations/225590253,https://inaturalist-open-data.s3.amazonaws.com/photos/402088230/medium.jpg,,3,"Hollywood Park, Chicago, IL, US",Canada Goose,Branta canadensis,Canada Goose,Aves,7089
273865227,021f5da2-ae62-480e-925f-5f95c58ea8fc,9210294,2025-04-26 16:54:09 +0200,https://www.inaturalist.org/observations/273865227,https://inaturalist-open-data.s3.amazonaws.com/photos/492453820/medium.jpeg,,2,"Uptown, Chicago, IL, USA",House Sparrow,Passer domesticus,House Sparrow,Aves,13858
184284698,7f78bca2-9561-44ab-9976-bc18e08b8511,5834107,2023-09-21 19:25:26 +0200,https://www.inaturalist.org/observations/184284698,https://inaturalist-open-data.s3.amazonaws.com/photos/321655624/medium.jpeg,,2,"South Deering, Chicago, IL, USA",Great Egret,Ardea alba,Great Egret,Aves,144455
108953414,acf0d455-df10-45db-96e4-fe6bf65bbf95,5433028,2022-03-19 16:13:39 +0100,https://www.inaturalist.org/observations/108953414,https://inaturalist-open-data.s3.amazonaws.com/photos/183542724/medium.jpeg,,2,"Lincoln Park, Chicago, IL, USA",إوز كندي,Branta canadensis,Canada Goose,Aves,7089
120061554,e6ee9af7-8594-4553-b999-e5d3a504ed9f,4619851,2022-06-03 22:25:15 +0200,https://www.inaturalist.org/observations/120061554,https://inaturalist-open-data.s3.amazonaws.com/photos/203022791/medium.jpeg,,,"Lincoln Park, Chicago, IL, USA",American Robin,Turdus migratorius,American Robin,Aves,12727
79156519,18bbaa49-49b5-402b-bd96-da8b4b084f79,762683,2021-05-17 17:21:50 +0200,https://www.inaturalist.org/observations/79156519,https://static.inaturalist.org/photos/129622240/medium.jpeg,,,"Uptown, Chicago, IL, USA",Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,Aves,12878
76694844,dea9b072-048c-4b4f-8fa0-fae16ed6ca93,2759360,2021-05-02 23:06:18 +0200,https://www.inaturalist.org/observations/76694844,,,3,"E 56th St, Chicago, IL, US",,Zonotrichia leucophrys,White-crowned Sparrow,Aves,9176
33610965,7c8b5600-a506-442c-8735-2b76f23e644f,762683,2019-09-29 22:14:27 +0200,https://www.inaturalist.org/observations/33610965,https://static.inaturalist.org/photos/52802773/medium.jpeg,,,"Bucktown, Chicago, IL, USA",Bay-breasted Warbler,Setophaga castanea,Bay-breasted Warbler,Aves,145236
159490147,b8e209fa-574e-4206-9e05-ae0388c6d328,2164440,2023-05-03 20:55:38 +0200,https://www.inaturalist.org/observations/159490147,https://inaturalist-open-data.s3.amazonaws.com/photos/275557983/medium.jpeg,,,"Lake View, Chicago, IL, USA",White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184
269672887,c68e6536-35f5-4172-a483-5cc36de71906,8865065,2025-04-10 22:14:33 +0200,https://www.inaturalist.org/observations/269672887,https://inaturalist-open-data.s3.amazonaws.com/photos/484901000/medium.jpg,,3,"Clark (Richard) Park, Chicago, IL, US",Canada Goose,Branta canadensis,Canada Goose,Aves,7089
202839596,94242efa-8b7d-4dd1-927b-854df2206e66,5145656,2024-03-17 17:57:46 +0100,https://www.inaturalist.org/observations/202839596,https://inaturalist-open-data.s3.amazonaws.com/photos/358290732/medium.jpg,,3,"Lincoln Park, Chicago, IL, US",European Starling,Sturnus vulgaris,European Starling,Aves,14850
77945018,b7550360-726a-461f-9d3d-89f72b083025,3024312,2021-05-08 21:22:31 +0200,https://www.inaturalist.org/observations/77945018,https://inaturalist-open-data.s3.amazonaws.com/photos/127506792/medium.jpeg,,,"5801 N Pulaski Rd, Chicago, IL 60646, USA",American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310
188318171,2e4fd7ff-1d2e-4608-b4e0-f95d4e1c74b8,2164440,2023-10-21 01:51:06 +0200,https://www.inaturalist.org/observations/188318171,https://inaturalist-open-data.s3.amazonaws.com/photos/329566934/medium.jpeg,,,"Lake View, Chicago, IL, USA",Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,Aves,792988
9799578,64b364ed-4140-4aaa-b023-08c11d4e37aa,221631,2018-02-09 20:49:32 +0100,https://www.inaturalist.org/observations/9799578,,See http://www.planetscott.com/speciesdetail/9049/yellow-warbler-(setophaga-petechia) for more info,215,Montrose Point,Yellow Warbler,Setophaga petechia,Yellow Warbler,Aves,145238
162585475,1e1d02b5-6411-4718-bf65-48b921b52648,5053222,2023-05-20 03:46:22 +0200,https://www.inaturalist.org/observations/162585475,https://inaturalist-open-data.s3.amazonaws.com/photos/281130921/medium.jpg,Wet after a bath,,"Uptown, Chicago, IL, USA",American Redstart,Setophaga ruticilla,American Redstart,Aves,10247
80040965,bd1fb240-cfa4-4d2f-aca5-dd619a475456,3093839,2021-05-24 02:17:31 +0200,https://www.inaturalist.org/observations/80040965,https://inaturalist-open-data.s3.amazonaws.com/photos/131143888/medium.jpeg,,,"5801 N Western Ave, Chicago, IL 60659, USA",American Redstart,Setophaga ruticilla,American Redstart,Aves,10247
45715343,4891e693-b052-49a8-952f-be73b0846a81,917650,2020-05-12 22:26:40 +0200,https://www.inaturalist.org/observations/45715343,https://inaturalist-open-data.s3.amazonaws.com/photos/72501275/medium.jpeg,,,"Illinois, US",Blue Jay,Cyanocitta cristata,Blue Jay,Aves,8229
291997399,c02dc977-ce51-4ce0-a05e-395413a30d20,1542522,2025-06-23 05:59:32 +0200,https://www.inaturalist.org/observations/291997399,https://inaturalist-open-data.s3.amazonaws.com/photos/525418869/medium.jpg,,3,"N Kedzie Ave, Chicago, IL, US",American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310
113578997,92a53e7a-f2f1-4224-a542-8cf54255c740,423294,2022-04-30 00:06:06 +0200,https://www.inaturalist.org/observations/113578997,https://static.inaturalist.org/photos/191876257/medium.jpg,,3,"South Pond, Chicago, IL, US",Northern Flicker,Colaptes auratus,Northern Flicker,Aves,18236
149192019,9b1c7171-344f-458f-b1c3-c1818a75b8b7,5080451,2023-02-20 02:16:52 +0100,https://www.inaturalist.org/observations/149192019,https://static.inaturalist.org/photos/257043607/medium.jpeg,,2,"Chicago, IL 60603, USA",Canada Goose,Branta canadensis,Canada Goose,Aves,7089
90623235,3e9ac9bb-619c-4079-9690-9592038220c2,221631,2021-08-10 06:52:00 +0200,https://www.inaturalist.org/observations/90623235,,See http://www.planetscott.com/speciesdetail/3027/sanderling-(calidris-alba) for more info,215,Montrose Point,Calidris alba,Calidris alba,Sanderling,Aves,3849
70853786,f1cc8cd1-5fc2-438d-932c-e9bf288c8606,762683,2021-03-09 03:52:59 +0100,https://www.inaturalist.org/observations/70853786,https://static.inaturalist.org/photos/115255895/medium.jpeg,,,"Bucktown, Chicago, IL, USA",Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
40220797,5cb11f39-bfca-40b1-91ff-13a9e2fa2805,257635,2020-03-19 05:42:46 +0100,https://www.inaturalist.org/observations/40220797,https://inaturalist-open-data.s3.amazonaws.com/photos/63892450/medium.jpeg,,,"Irving Park, Chicago, Cook County, IL, USA",Mourning Dove,Zenaida macroura,Mourning Dove,Aves,3454
208123057,61afcc59-dad7-48d5-af79-744f2fab9337,8004909,2024-04-19 19:22:15 +0200,https://www.inaturalist.org/observations/208123057,https://inaturalist-open-data.s3.amazonaws.com/photos/368201868/medium.jpg,,3,"N Rockwell St, Chicago, IL, US",American Robin,Turdus migratorius,American Robin,Aves,12727
283478187,90705e91-1b12-4407-8b01-d4b21c8f9f10,8395325,2025-05-23 23:44:33 +0200,https://www.inaturalist.org/observations/283478187,https://inaturalist-open-data.s3.amazonaws.com/photos/509368019/medium.jpg,,,"Dunning, Chicago, IL, USA",Eastern Cottontail,Sylvilagus floridanus,Eastern Cottontail,Mammalia,43111
137902017,95e67234-84d5-4f19-b368-3256d263b3ce,2164440,2022-10-07 22:53:36 +0200,https://www.inaturalist.org/observations/137902017,https://inaturalist-open-data.s3.amazonaws.com/photos/235601843/medium.jpeg,,,"Uptown, Chicago, IL, USA",White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184
149653157,794c1762-c34d-496f-80ec-20eac642bec9,6528944,2023-02-25 19:15:36 +0100,https://www.inaturalist.org/observations/149653157,https://inaturalist-open-data.s3.amazonaws.com/photos/257909564/medium.jpeg,,333,"Cook County, US-IL, US",Lion,Panthera leo,Lion,Mammalia,41964
114336832,794113fc-bd13-4bc2-9fb2-6603fbf0cb5d,4309885,2022-05-01 20:46:30 +0200,https://www.inaturalist.org/observations/114336832,https://inaturalist-open-data.s3.amazonaws.com/photos/193085330/medium.jpg,,3,"LaBagh Woods, Chicago, IL, US",Palm Warbler,Setophaga palmarum,Palm Warbler,Aves,145242
129495664,97907a9d-5703-4fab-9607-a28d1163a8e9,3757936,2022-08-05 04:41:12 +0200,https://www.inaturalist.org/observations/129495664,https://inaturalist-open-data.s3.amazonaws.com/photos/220067779/medium.jpeg,,,"Lincoln Park, Chicago, IL, USA",Wood Duck,Aix sponsa,Wood Duck,Aves,7107
5986189,881f006a-81cc-4cb5-9b34-a506d94aa740,144442,2017-04-27 22:42:02 +0200,https://www.inaturalist.org/observations/5986189,https://inaturalist-open-data.s3.amazonaws.com/photos/7483874/medium.jpeg,,,"Chicago, IL 60640, USA",Great Crested Flycatcher,Myiarchus crinitus,Great Crested Flycatcher,Aves,16028
24701722,c7e58ac8-86b8-454f-b008-31be42584705,987438,2019-05-07 02:19:01 +0200,https://www.inaturalist.org/observations/24701722,https://inaturalist-open-data.s3.amazonaws.com/photos/38198680/medium.jpeg,Found dead below a large window,,"North Park, Chicago, IL, USA",American Robin,Turdus migratorius,American Robin,Aves,12727
312834612,2e9a5417-9e94-48e5-9800-616d5d5876c5,917650,2025-09-10 05:56:58 +0200,https://www.inaturalist.org/observations/312834612,https://inaturalist-open-data.s3.amazonaws.com/photos/564871744/medium.jpg,,,"Uptown, Chicago, IL, USA",Red-eyed Vireo,Vireo olivaceus,Red-eyed Vireo,Aves,891704
39859255,787e4f7d-72ee-481d-9a7e-a62a25ee26b4,1005173,2020-03-11 23:50:08 +0100,https://www.inaturalist.org/observations/39859255,https://inaturalist-open-data.s3.amazonaws.com/photos/63280641/medium.jpg,,3,"Lincoln Park, IL, US",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
15005316,79789a37-408b-4a6d-ab25-565277a10574,280601,2018-08-01 04:35:42 +0200,https://www.inaturalist.org/observations/15005316,https://inaturalist-open-data.s3.amazonaws.com/photos/22388269/medium.jpg,,,"Jackson Park, Chicago, IL, USA",Ring-billed Gull,Larus delawarensis,Ring-billed Gull,Aves,4364
116643829,9dfba9c1-8e62-4daa-ab72-cb5b72ab10f6,917650,2022-05-12 04:33:07 +0200,https://www.inaturalist.org/observations/116643829,https://inaturalist-open-data.s3.amazonaws.com/photos/196915417/medium.jpeg,,,"Chicago, IL 60640, USA",Northern Rough-winged Swallow,Stelgidopteryx serripennis,Northern Rough-winged Swallow,Aves,11970
191391674,bd4a2dc7-e369-49f0-9bc9-7bbaca95dde5,1928743,2023-11-18 20:12:18 +0100,https://www.inaturalist.org/observations/191391674,https://inaturalist-open-data.s3.amazonaws.com/photos/335744354/medium.jpeg,,,"Cook County, US-IL, US",Ring-necked Duck,Aythya collaris,Ring-necked Duck,Aves,7044
263010228,c6cc6f36-185b-44a7-845a-1b511812f325,917650,2025-02-25 03:47:16 +0100,https://www.inaturalist.org/observations/263010228,https://inaturalist-open-data.s3.amazonaws.com/photos/472413177/medium.jpg,,,"Uptown, Chicago, IL, USA",Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
289924910,25d14d4c-63c0-4e3c-970e-e0007283f59e,9415019,2025-06-15 21:27:34 +0200,https://www.inaturalist.org/observations/289924910,https://inaturalist-open-data.s3.amazonaws.com/photos/521501240/medium.jpg,,3,"N Clark St, Chicago, IL, US",House Sparrow,Passer domesticus,House Sparrow,Aves,13858
262956297,68fccf30-64a5-4a1b-a5fc-9275dc1ecdd6,280601,2025-02-24 18:11:23 +0100,https://www.inaturalist.org/observations/262956297,https://inaturalist-open-data.s3.amazonaws.com/photos/472306462/medium.jpeg,,,"Jackson Park, Chicago, IL, USA",American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
141903208,e0554f98-49b9-42aa-85c1-fe0cc0dd67b8,280601,2022-11-13 18:20:06 +0100,https://www.inaturalist.org/observations/141903208,https://inaturalist-open-data.s3.amazonaws.com/photos/243198895/medium.jpeg,,,"Jackson Park, Chicago, IL, USA",American Tree Sparrow,Spizelloides arborea,American Tree Sparrow,Aves,474210
5831465,03ec016f-ac74-45c9-a285-3c5bed4a137a,119094,2017-04-18 23:09:45 +0200,https://www.inaturalist.org/observations/5831465,https://static.inaturalist.org/photos/7254182/medium.jpeg,,,"2430 N Cannon Drive, Chicago, IL 60614",Green Heron,Butorides virescens,Green Heron,Aves,5020
272338273,f7d287e7-7260-4389-b4a6-bcf15098ad4f,7710579,2025-04-23 02:56:02 +0200,https://www.inaturalist.org/observations/272338273,https://inaturalist-open-data.s3.amazonaws.com/photos/490002757/medium.jpeg,,843,"N Western Ave, Chicago, IL, US",Big Brown Bat,Eptesicus fuscus,Big Brown Bat,Mammalia,40509
264550892,793275f6-4583-4dd6-9167-459c333715a2,6359333,2025-03-08 20:33:35 +0100,https://www.inaturalist.org/observations/264550892,https://static.inaturalist.org/photos/475044515/medium.jpg,,3,"Lincoln Park, Chicago, IL, US",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
277251483,f0124a36-1f29-4887-af13-49af45155a0b,551061,2025-05-01 05:46:54 +0200,https://www.inaturalist.org/observations/277251483,https://static.inaturalist.org/photos/497841099/medium.jpg,,,"Cook County, IL, USA",Caspian Tern,Hydroprogne caspia,Caspian Tern,Aves,144537
280412772,fbb8cc20-9510-4be5-95cd-d037a1431377,917650,2025-05-12 03:05:30 +0200,https://www.inaturalist.org/observations/280412772,https://inaturalist-open-data.s3.amazonaws.com/photos/503624176/medium.jpeg,,,"South Side, Chicago, IL, USA",American Redstart,Setophaga ruticilla,American Redstart,Aves,10247
136295898,aefda6e9-6abb-43c4-bde9-ea2862b34955,2572006,2022-09-24 18:23:20 +0200,https://www.inaturalist.org/observations/136295898,https://static.inaturalist.org/photos/232589468/medium.jpg,,3,"Big Marsh, Chicago, IL, US",Birds,Aves,Birds,Aves,3
69214548,86f66070-5547-4a75-8461-7522bdca6c9d,2164440,2021-02-07 20:01:51 +0100,https://www.inaturalist.org/observations/69214548,https://inaturalist-open-data.s3.amazonaws.com/photos/112264459/medium.jpeg,,,"Uptown, Chicago, IL, USA",Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
226582089,2e526ed5-f17c-4f64-8816-a73f9b3480cc,735780,2024-07-02 02:58:38 +0200,https://www.inaturalist.org/observations/226582089,https://inaturalist-open-data.s3.amazonaws.com/photos/401865615/medium.jpeg,,,"Eggers Grove, Chicago, IL",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
104620263,94e35a07-ce7c-4a2d-9d15-9c4befd59700,1928743,2022-01-09 04:52:31 +0100,https://www.inaturalist.org/observations/104620263,https://inaturalist-open-data.s3.amazonaws.com/photos/175334302/medium.jpeg,,,"Uptown, Chicago, IL, USA",Cape May Warbler,Setophaga tigrina,Cape May Warbler,Aves,145231
89527877,4a1a399d-8b8d-4be5-a995-cf5a0283f3fc,255329,2021-08-01 21:20:28 +0200,https://www.inaturalist.org/observations/89527877,https://static.inaturalist.org/photos/147853393/medium.jpg,,3,"Hollywood Park, Chicago, IL, US",White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
79061320,b66a663a-243b-44a2-8891-ce6b87cc1a4d,3093839,2021-05-16 23:13:49 +0200,https://www.inaturalist.org/observations/79061320,https://inaturalist-open-data.s3.amazonaws.com/photos/129449429/medium.jpeg,,,"Washington Park, Chicago, IL, USA",Palm Warbler,Setophaga palmarum,Palm Warbler,Aves,145242
64961602,60de86b9-4895-4c1d-b9f6-e0fcce696815,1928743,2020-11-15 20:54:03 +0100,https://www.inaturalist.org/observations/64961602,https://inaturalist-open-data.s3.amazonaws.com/photos/104511782/medium.jpeg,,,"Uptown, Chicago, IL, USA",Evening Grosbeak,Coccothraustes vespertinus,Evening Grosbeak,Aves,9800
116512791,0f942322-5644-4338-9723-5c8dc542e9c5,2518209,2022-05-11 05:03:40 +0200,https://www.inaturalist.org/observations/116512791,https://inaturalist-open-data.s3.amazonaws.com/photos/196683565/medium.jpg,,3,"Lincoln Park, Chicago, IL, US",Eastern Chipmunk,Tamias striatus,Eastern Chipmunk,Mammalia,46217
200430726,1852f1f1-a9dc-4d09-93d7-ac5dddac8f7c,280601,2024-02-25 20:53:40 +0100,https://www.inaturalist.org/observations/200430726,https://inaturalist-open-data.s3.amazonaws.com/photos/353620953/medium.jpeg,,,"Jackson Park, Chicago, IL, USA",Mallard,Anas platyrhynchos,Mallard,Aves,6930
255795277,559acb5f-e2f0-419b-97c4-bb968ad560c1,1218191,2024-12-21 20:27:49 +0100,https://www.inaturalist.org/observations/255795277,https://static.inaturalist.org/photos/458484523/medium.jpg,Landed on light pole; large bird with pointed wings and distinctive dark sideburns ,3,"Kennedy Expy, Chicago, IL, US",Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
302372948,b8e1f907-f18d-4500-ba84-0cf367110724,2026071,2025-07-30 17:46:26 +0200,https://www.inaturalist.org/observations/302372948,https://inaturalist-open-data.s3.amazonaws.com/photos/544935070/medium.jpg,,2,"South Deering, Chicago, IL, USA",American Woodcock,Scolopax minor,American Woodcock,Aves,3936
70988265,aec41b5c-5b19-4236-823f-414de85475e5,1928743,2021-03-11 08:07:04 +0100,https://www.inaturalist.org/observations/70988265,https://inaturalist-open-data.s3.amazonaws.com/photos/115496197/medium.jpeg,,,"Uptown, Chicago, IL, USA",Red-breasted Merganser,Mergus serrator,Red-breasted Merganser,Aves,6996
243673055,38732918-733f-42a7-8559-388cf7866138,280601,2024-09-23 23:18:13 +0200,https://www.inaturalist.org/observations/243673055,https://inaturalist-open-data.s3.amazonaws.com/photos/434536106/medium.jpeg,,,"Jackson Park, Chicago, IL, USA",Merlin,Falco columbarius,Merlin,Aves,4672
152898322,ef136957-1693-4268-ae3d-2768b57755a4,917650,2023-03-31 05:29:31 +0200,https://www.inaturalist.org/observations/152898322,https://inaturalist-open-data.s3.amazonaws.com/photos/264004901/medium.jpeg,,,"South Side, Chicago, IL, USA",Osprey,Pandion haliaetus,Osprey,Aves,116999
222563209,df41a8cb-ab3a-4086-b0b4-7b154f0c3e68,656271,2024-06-14 04:03:27 +0200,https://www.inaturalist.org/observations/222563209,https://static.inaturalist.org/photos/394262623/medium.jpg,,3,"Washington Park, Chicago, IL, US",,Ardea herodias,Great Blue Heron,Aves,4956
274722804,253e02ff-1632-46d1-8a5f-2666e910fdcc,4309885,2025-04-27 16:59:01 +0200,https://www.inaturalist.org/observations/274722804,https://inaturalist-open-data.s3.amazonaws.com/photos/493815191/medium.jpg,,3,"W Argyle St, Chicago, IL, US",Blue-winged Warbler,Vermivora cyanoptera,Blue-winged Warbler,Aves,73553
265415711,f9921de2-0d5f-462a-97d2-2c0ee78c437c,7838616,2025-03-15 16:50:31 +0100,https://www.inaturalist.org/observations/265415711,https://inaturalist-open-data.s3.amazonaws.com/photos/476737293/medium.jpg,,3,"Peggy Notebaert Nature Museum, Chicago, IL, US",House Sparrow,Passer domesticus,House Sparrow,Aves,13858
112594119,295d425e-e670-4aee-9fff-ce36fdc0f8cd,975206,2022-04-24 01:03:35 +0200,https://www.inaturalist.org/observations/112594119,https://inaturalist-open-data.s3.amazonaws.com/photos/190180785/medium.jpeg,,,"Uptown, Chicago, IL, USA",Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,Aves,9424
44534344,024d35e6-bd1a-4d56-b49a-f06791207b3c,788705,2020-05-02 01:43:59 +0200,https://www.inaturalist.org/observations/44534344,https://static.inaturalist.org/photos/70605311/medium.jpeg,,,"Washington Park, Chicago, IL, USA",Green Heron,Butorides virescens,Green Heron,Aves,5020
68499527,d4bb3cc9-719d-46a0-9299-37c448f8239e,3750046,2021-01-23 18:41:30 +0100,https://www.inaturalist.org/observations/68499527,https://inaturalist-open-data.s3.amazonaws.com/photos/110930571/medium.jpg,Next to the parking lot. ,3,"LaBagh Woods, Chicago, IL, US",Sharp-shinned Hawk,Accipiter striatus,Sharp-shinned Hawk,Aves,5097
292231530,59b85450-3ea4-48e0-a806-cd1505421553,4058281,2025-06-24 02:40:09 +0200,https://www.inaturalist.org/observations/292231530,https://inaturalist-open-data.s3.amazonaws.com/photos/525865976/medium.jpg,,,"Lincoln Park, Chicago, IL, USA",Ring-billed Gull,Larus delawarensis,Ring-billed Gull,Aves,4364
311249822,a5510c53-840a-4f80-b5a6-62d70e71c1ea,1161837,2025-09-03 16:05:50 +0200,https://www.inaturalist.org/observations/311249822,,,3,"Soto Acero Schools, Chicago, IL, US",,Columba livia,Rock Pigeon,Aves,3017
264420676,40625d1d-3f64-4bb8-9b10-fac4d5ad519a,5914682,2025-03-08 00:44:50 +0100,https://www.inaturalist.org/observations/264420676,https://inaturalist-open-data.s3.amazonaws.com/photos/474850316/medium.jpeg,,2,"Rockwell & Addison, Chicago, IL 60618, USA",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
